date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:07:22	48817/48817	---M-Z	200	added ('OK')	text/html	etag:W/%222419b425f65a13919ea222c7bf1cf05b%22	http://amberdirect.weebly.com/store/c3/Gourmet.html	C:/My%20Web%20Sites/amberd/amberdirect.weebly.com/store/c3/Gourmet.html	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:23	17234/17234	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Oct%202016%2019:12:48%20GMT	https://cdn2.editmysite.com/css/public/footer-social-signup.css	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/css/public/footer-social-signup.css	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:26	93636/93636	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	C:/My%20Web%20Sites/amberd/ajax.googleapis.com/ajax/libs/jquery/1.8.3/jquery.min.js	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:31	857/857	---M-Z	200	added ('OK')	application/x-javascript	etag:%22580000f1-359%22	https://cdn2.editmysite.com/js/site/expandedFooterController.js?buildTime=1476398949	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/js/site/expandedFooterController371e.js	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:32	84795/84795	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2006%20Oct%202016%2015:49:27%20GMT	http://amberdirect.weebly.com/files/theme/plugins.js	C:/My%20Web%20Sites/amberd/amberdirect.weebly.com/files/theme/plugins.js	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:32	4355/4355	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2257f67287-1103%22	http://amberdirect.weebly.com/files/theme/custom.js	C:/My%20Web%20Sites/amberd/amberdirect.weebly.com/files/theme/custom.js	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:32	35/35	---M--	200	added ('OK')	image/gif	date:Sun,%2016%20Oct%202016%2013:10:29%20GMT	http://pixel.quantserve.com/pixel/p-0dYLvhSGGqUWo.gif?labels=l0,u92017522.u92017522s991359902582598733	C:/My%20Web%20Sites/amberd/pixel.quantserve.com/pixel/p-0dYLvhSGGqUWo80f3.gif	(from http://amberdirect.weebly.com/store/c1/Featured_Products.html)
09:07:33	3316/3316	---M--	200	added ('OK')	image/png	etag:%22580000f0-cf4%22	http://cdn2.editmysite.com/images/util/videojs/white-bar.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/white-barc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
09:07:33	934/934	---M--	200	added ('OK')	image/png	etag:%22580000f0-3a6%22	http://cdn2.editmysite.com/images/util/videojs//@2x/white-bar.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/@2x/white-barc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
09:07:33	1062/1062	---M--	200	added ('OK')	image/png	etag:%22580000f0-426%22	http://cdn2.editmysite.com/images/util/videojs/gradient.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/gradientc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
09:07:33	1066/1066	---M--	200	added ('OK')	image/png	etag:%22580000f0-42a%22	http://cdn2.editmysite.com/images/util/videojs//@2x/gradient.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/@2x/gradientc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
09:07:34	1147/1147	---M--	200	added ('OK')	image/png	etag:%22580000f0-47b%22	http://cdn2.editmysite.com/images/util/videojs/volume-filled.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/volume-filledc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
09:07:34	1333/1333	---M--	200	added ('OK')	image/png	etag:%22580000f0-535%22	http://cdn2.editmysite.com/images/util/videojs//@2x/volume-filled.png?1476392796	C:/My%20Web%20Sites/amberd/cdn2.editmysite.com/images/util/videojs/@2x/volume-filledc0d1.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1476398949)
